setup_date,breakout_date,ticker,company_name,setup_high,setup_close,breakout_open,breakout_high,breakout_close,entry_price,exit_price,success_binary,return_percentage,setup_mpi,setup_mpi_velocity,setup_mpi_trend,setup_ibs,setup_crt_velocity,setup_higher_hl,setup_valid_crt,setup_vw_range_percentile
2024-11-06,2024-11-07,G13.SI,Genting Sing,0.8099,0.8051,0.8051,0.8099,0.7956,0.8099,0.7956,0,-0.017544,0.5,0.1,Expanding,0.8,0.32,0,0,0.92
2024-11-14,2024-11-15,G13.SI,Genting Sing,0.7341,0.7246,0.7246,0.7436,0.7341,0.7341,0.7341,1,0.0,0.4,0.0,Flat,0.3333,0.32,0,0,0.92
2024-11-20,2024-11-21,G13.SI,Genting Sing,0.7388,0.7341,0.7341,0.7436,0.7199,0.7388,0.7199,0,-0.025641,0.3,0.0,Flat,0.5,0.32,0,0,0.22
2024-11-22,2024-11-25,G13.SI,Genting Sing,0.7341,0.7341,0.7341,0.7388,0.7246,0.7341,0.7246,0,-0.012903,0.4,0.1,Expanding,1.0,0.32,0,0,0.48
2024-11-29,2024-12-02,G13.SI,Genting Sing,0.7293,0.7246,0.7293,0.7388,0.7388,0.7293,0.7388,1,0.012987,0.4,-0.1,Contracting,0.5,0.46,0,1,0.18
2024-12-02,2024-12-03,G13.SI,Genting Sing,0.7388,0.7388,0.7388,0.753,0.7483,0.7388,0.7483,1,0.012821,0.5,0.1,Expanding,1.0,0.46,1,0,0.16
2024-12-03,2024-12-04,G13.SI,Genting Sing,0.753,0.7483,0.7436,0.753,0.7388,0.753,0.7388,0,-0.018868,0.6,0.1,Expanding,0.75,0.46,1,0,0.82
2024-12-04,2024-12-05,G13.SI,Genting Sing,0.753,0.7388,0.7436,0.7578,0.7483,0.753,0.7483,0,-0.006289,0.5,-0.1,Contracting,0.0,0.46,1,0,0.26
2024-12-06,2024-12-09,G13.SI,Genting Sing,0.7483,0.7388,0.7436,0.7483,0.7341,0.7483,0.7341,0,-0.018987,0.5,-0.1,Contracting,0.0,0.46,0,0,0.12
2024-12-11,2024-12-12,G13.SI,Genting Sing,0.7341,0.7246,0.7246,0.7388,0.7293,0.7341,0.7293,0,-0.006452,0.4,0.0,Flat,0.0,0.38,0,1,0.32
2024-12-20,2024-12-23,G13.SI,Genting Sing,0.7151,0.7104,0.7104,0.7199,0.7151,0.7151,0.7151,0,-0.0,0.1,0.0,Flat,0.6667,0.2,0,1,0.8
2024-12-23,2024-12-24,G13.SI,Genting Sing,0.7199,0.7151,0.7151,0.7246,0.7199,0.7199,0.7199,1,0.0,0.2,0.1,Expanding,0.6667,0.2,1,0,0.62
2024-12-26,2024-12-27,G13.SI,Genting Sing,0.7246,0.7199,0.7199,0.7293,0.7246,0.7246,0.7246,1,0.0,0.3,0.0,Flat,0.5,0.2,0,0,0.04
2024-12-30,2024-12-31,G13.SI,Genting Sing,0.7246,0.7246,0.7246,0.7293,0.7246,0.7246,0.7246,0,0.0,0.3,0.0,Flat,1.0,0.2,0,0,0.32
2025-01-07,2025-01-08,G13.SI,Genting Sing,0.7341,0.7293,0.7293,0.7388,0.7388,0.7341,0.7388,1,0.006452,0.5,0.0,Flat,0.5,0.2,0,0,0.26
2025-01-15,2025-01-16,G13.SI,Genting Sing,0.7104,0.7104,0.7104,0.7151,0.7009,0.7104,0.7009,0,-0.013333,0.5,0.1,Expanding,1.0,0.32,1,1,0.62
2025-01-16,2025-01-17,G13.SI,Genting Sing,0.7151,0.7009,0.7009,0.7199,0.7057,0.7151,0.7057,0,-0.013245,0.4,-0.1,Contracting,0.0,0.32,1,1,0.66
2025-01-22,2025-01-23,G13.SI,Genting Sing,0.7057,0.6962,0.7009,0.7104,0.6962,0.7057,0.6962,0,-0.013423,0.3,-0.1,Contracting,0.0,0.32,0,0,0.56
2025-01-23,2025-01-24,G13.SI,Genting Sing,0.7104,0.6962,0.7009,0.7104,0.7057,0.7104,0.7057,0,-0.006667,0.3,0.0,Flat,0.0,0.32,0,0,0.68
2025-01-28,2025-01-31,G13.SI,Genting Sing,0.7009,0.6915,0.7009,0.7151,0.7151,0.7009,0.7151,1,0.02027,0.3,-0.1,Contracting,0.0,0.28,0,1,0.42
2025-01-31,2025-02-03,G13.SI,Genting Sing,0.7151,0.7151,0.7057,0.7151,0.7104,0.7151,0.7104,0,-0.006622,0.3,0.0,Flat,1.0,0.28,1,1,0.94
2025-02-03,2025-02-04,G13.SI,Genting Sing,0.7151,0.7104,0.7104,0.7293,0.7151,0.7151,0.7151,0,-0.0,0.3,0.0,Flat,0.6667,0.28,1,0,0.78
2025-02-07,2025-02-10,G13.SI,Genting Sing,0.7104,0.7009,0.7057,0.7104,0.7057,0.7104,0.7057,0,-0.006667,0.4,0.0,Flat,0.0,0.28,0,0,0.14
2025-02-11,2025-02-12,G13.SI,Genting Sing,0.7104,0.7009,0.7057,0.7151,0.7057,0.7104,0.7057,0,-0.006667,0.4,-0.1,Contracting,0.0,0.1,0,1,0.5
2025-02-18,2025-02-19,G13.SI,Genting Sing,0.7388,0.7246,0.7293,0.7388,0.7341,0.7388,0.7341,0,-0.00641,0.6,-0.1,Contracting,0.0,0.46,0,1,0.8
2025-02-26,2025-02-27,G13.SI,Genting Sing,0.6962,0.6962,0.6915,0.7009,0.7009,0.6962,0.7009,1,0.006803,0.5,0.0,Flat,1.0,0.46,0,0,0.04
2025-02-27,2025-02-28,G13.SI,Genting Sing,0.7009,0.7009,0.6962,0.7009,0.6915,0.7009,0.6915,0,-0.013513,0.5,0.0,Flat,1.0,0.46,1,0,0.64
2025-03-05,2025-03-06,G13.SI,Genting Sing,0.6772,0.6725,0.6725,0.6867,0.6725,0.6772,0.6725,0,-0.006993,0.3,0.0,Flat,0.5,0.34,1,1,0.52
2025-03-07,2025-03-10,G13.SI,Genting Sing,0.6772,0.6725,0.6725,0.682,0.682,0.6772,0.682,1,0.006993,0.3,0.0,Flat,0.5,0.34,0,1,0.24
2025-03-10,2025-03-11,G13.SI,Genting Sing,0.682,0.682,0.6725,0.6867,0.682,0.682,0.682,0,0.0,0.4,0.1,Expanding,1.0,0.44,1,1,0.68
2025-03-11,2025-03-12,G13.SI,Genting Sing,0.6867,0.682,0.6772,0.7009,0.6867,0.6867,0.6867,0,-0.0,0.4,0.0,Flat,0.75,0.44,0,1,0.78
2025-03-13,2025-03-14,G13.SI,Genting Sing,0.6915,0.6867,0.6867,0.6962,0.6915,0.6915,0.6915,1,0.0,0.3,-0.1,Contracting,0.6667,0.44,0,1,0.54
2025-03-17,2025-03-18,G13.SI,Genting Sing,0.7104,0.7057,0.7057,0.7293,0.7246,0.7104,0.7246,1,0.02,0.5,0.1,Expanding,0.6667,0.16,1,1,0.52
2025-03-19,2025-03-20,G13.SI,Genting Sing,0.7293,0.7199,0.7246,0.7341,0.7199,0.7293,0.7199,0,-0.012987,0.5,-0.1,Contracting,0.3333,0.16,0,1,0.42
2025-03-27,2025-03-28,G13.SI,Genting Sing,0.7199,0.7151,0.7151,0.7246,0.7104,0.7199,0.7104,0,-0.013158,0.5,0.0,Flat,0.6667,0.16,0,0,0.58
2025-04-15,2025-04-16,G13.SI,Genting Sing,0.6725,0.663,0.663,0.6725,0.6678,0.6725,0.6678,0,-0.007042,0.3,0.1,Expanding,0.3333,0.24,0,0,0.26
2025-04-16,2025-04-17,G13.SI,Genting Sing,0.6725,0.6678,0.663,0.682,0.6772,0.6725,0.6772,1,0.007042,0.4,0.1,Expanding,0.6667,0.24,1,0,0.16
2025-04-21,2025-04-22,G13.SI,Genting Sing,0.682,0.6772,0.6725,0.6867,0.6867,0.682,0.6867,1,0.006944,0.5,0.0,Flat,0.6667,0.24,0,0,0.06
2025-04-23,2025-04-24,G13.SI,Genting Sing,0.7009,0.6962,0.6962,0.7199,0.7104,0.7009,0.7104,1,0.013514,0.6,0.0,Flat,0.6667,0.24,1,0,0.18
2025-05-02,2025-05-05,G13.SI,Genting Sing,0.7107,0.7058,0.7058,0.7155,0.7058,0.7107,0.7058,0,-0.006849,0.6,0.0,Flat,0.6667,0.24,1,0,0.5
2025-05-05,2025-05-06,G13.SI,Genting Sing,0.7155,0.7058,0.7107,0.7155,0.7107,0.7155,0.7107,0,-0.006803,0.5,-0.1,Contracting,0.3333,0.24,1,0,0.1
2025-05-08,2025-05-09,G13.SI,Genting Sing,0.7204,0.7107,0.7107,0.7204,0.7204,0.7204,0.7204,1,0.0,0.5,-0.1,Contracting,0.5,0.24,0,0,0.76
2025-05-22,2025-05-23,G13.SI,Genting Sing,0.6912,0.6863,0.6815,0.6912,0.6912,0.6912,0.6912,1,0.0,0.1,-0.1,Contracting,0.5,0.24,0,0,0.44
2025-06-04,2025-06-05,G13.SI,Genting Sing,0.6766,0.662,0.6669,0.6912,0.6912,0.6766,0.6912,1,0.021583,0.1,0.0,Flat,0.0,0.4,1,0,0.82
2025-06-09,2025-06-10,G13.SI,Genting Sing,0.6912,0.6863,0.6863,0.6912,0.6912,0.6912,0.6912,1,0.0,0.1,0.0,Flat,0.5,0.4,0,0,0.04
2025-06-11,2025-06-12,G13.SI,Genting Sing,0.6912,0.6912,0.6863,0.6961,0.6961,0.6912,0.6961,1,0.007042,0.2,0.0,Flat,1.0,0.4,0,0,0.1
2025-06-16,2025-06-17,G13.SI,Genting Sing,0.6863,0.6863,0.6863,0.6912,0.6863,0.6863,0.6863,0,0.0,0.3,0.0,Flat,1.0,0.4,0,0,0.24
2025-06-17,2025-06-18,G13.SI,Genting Sing,0.6912,0.6863,0.6863,0.6961,0.6912,0.6912,0.6912,1,0.0,0.3,0.0,Flat,0.6667,0.4,0,0,0.76
2025-06-23,2025-06-24,G13.SI,Genting Sing,0.6863,0.6766,0.6815,0.6912,0.6863,0.6863,0.6863,1,0.0,0.3,0.0,Flat,0.3333,0.46,0,1,0.78
2025-06-24,2025-06-25,G13.SI,Genting Sing,0.6912,0.6863,0.6815,0.6912,0.6912,0.6912,0.6912,1,0.0,0.3,0.0,Flat,0.6667,0.46,1,1,0.66
2025-06-25,2025-06-26,G13.SI,Genting Sing,0.6912,0.6912,0.6863,0.7009,0.6912,0.6912,0.6912,0,0.0,0.4,0.1,Expanding,1.0,0.46,1,1,0.72
2025-06-26,2025-06-27,G13.SI,Genting Sing,0.7009,0.6912,0.6912,0.7009,0.6961,0.7009,0.6961,0,-0.006945,0.3,-0.1,Contracting,0.3333,0.46,1,1,0.88
2025-06-30,2025-07-01,G13.SI,Genting Sing,0.6961,0.6961,0.6961,0.7009,0.6961,0.6961,0.6961,0,0.0,0.4,0.0,Flat,1.0,0.46,0,0,0.46
2025-07-01,2025-07-02,G13.SI,Genting Sing,0.7009,0.6961,0.6961,0.7107,0.7058,0.7009,0.7058,1,0.006944,0.4,0.0,Flat,0.5,0.46,1,0,0.5
2025-07-03,2025-07-04,G13.SI,Genting Sing,0.7107,0.7058,0.7107,0.7155,0.7009,0.7107,0.7009,0,-0.013699,0.4,0.0,Flat,0.5,0.46,0,0,0.42
2025-07-07,2025-07-08,G13.SI,Genting Sing,0.7107,0.7058,0.7058,0.7155,0.7155,0.7107,0.7155,1,0.006849,0.5,0.1,Expanding,0.5,0.46,0,0,0.3
2025-07-18,2025-07-21,G13.SI,Genting Sing,0.7155,0.7107,0.7107,0.7204,0.7204,0.7155,0.7204,1,0.006803,0.4,0.0,Flat,0.5,0.46,0,0,0.32
2025-08-01,2025-08-04,G13.SI,Genting Sing,0.7204,0.7155,0.7107,0.7301,0.7301,0.7204,0.7301,1,0.013514,0.3,0.0,Flat,0.5,0.3,0,1,0.2
2025-08-04,2025-08-05,G13.SI,Genting Sing,0.7301,0.7301,0.7301,0.735,0.7301,0.7301,0.7301,0,0.0,0.3,0.0,Flat,1.0,0.5,1,1,0.7
2025-08-06,2025-08-07,G13.SI,Genting Sing,0.7301,0.7301,0.7301,0.7399,0.735,0.7301,0.735,1,0.006667,0.2,-0.1,Contracting,1.0,0.5,0,1,0.02
2025-08-12,2025-08-13,G13.SI,Genting Sing,0.7253,0.7155,0.7204,0.735,0.7253,0.7253,0.7253,1,0.0,0.2,0.0,Flat,0.0,0.5,0,0,0.28
2025-08-20,2025-08-21,G13.SI,Genting Sing,0.7253,0.7253,0.7204,0.735,0.7253,0.7253,0.7253,0,0.0,0.5,0.0,Flat,1.0,0.12,0,1,0.18
2025-08-22,2025-08-25,G13.SI,Genting Sing,0.7301,0.7253,0.7253,0.735,0.735,0.7301,0.735,1,0.006667,0.4,0.0,Flat,0.5,0.12,0,1,0.22
2025-08-25,2025-08-26,G13.SI,Genting Sing,0.735,0.735,0.7301,0.7399,0.735,0.735,0.735,0,0.0,0.5,0.1,Expanding,1.0,0.42,1,1,0.64
2025-08-26,2025-08-27,G13.SI,Genting Sing,0.7399,0.735,0.735,0.745,0.735,0.7399,0.735,0,-0.006579,0.5,0.0,Flat,0.6667,0.42,0,1,0.76
2025-09-01,2025-09-02,G13.SI,Genting Sing,0.725,0.72,0.72,0.74,0.74,0.725,0.74,1,0.02069,0.3,0.0,Flat,0.5,0.48,0,1,0.78
2025-09-03,2025-09-04,G13.SI,Genting Sing,0.74,0.74,0.735,0.75,0.745,0.74,0.745,1,0.006757,0.3,0.0,Flat,1.0,0.48,0,1,0.18
2025-09-04,2025-09-05,G13.SI,Genting Sing,0.75,0.745,0.745,0.765,0.765,0.75,0.765,1,0.02,0.4,0.1,Expanding,0.75,0.48,0,1,0.78
2025-09-05,2025-09-08,G13.SI,Genting Sing,0.765,0.765,0.765,0.77,0.765,0.765,0.765,0,0.0,0.5,0.1,Expanding,1.0,0.48,1,1,0.9
2025-09-10,2025-09-11,G13.SI,Genting Sing,0.765,0.765,0.76,0.77,0.76,0.765,0.76,0,-0.006536,0.4,0.0,Flat,1.0,0.48,0,0,0.1
2025-09-17,2025-09-18,G13.SI,Genting Sing,0.76,0.76,0.76,0.77,0.77,0.76,0.77,1,0.013158,0.4,0.0,Flat,1.0,0.48,0,0,0.04
2024-01-05,2024-01-08,OV8.SI,Sheng Siong,1.4564,1.4564,1.4564,1.4657,1.4564,1.4564,1.4564,0,0.0,0.2,0.0,Flat,1.0,0.29372,0,0,0.18
2024-01-10,2024-01-11,OV8.SI,Sheng Siong,1.4657,1.4472,1.4564,1.475,1.4657,1.4657,1.4657,0,-0.0,0.1,0.0,Flat,0.0,0.16,0,1,0.38
2024-01-16,2024-01-17,OV8.SI,Sheng Siong,1.4657,1.4564,1.4564,1.475,1.4657,1.4657,1.4657,0,-0.0,0.1,0.0,Flat,0.5,0.04,0,1,0.56
2024-01-23,2024-01-24,OV8.SI,Sheng Siong,1.4564,1.4564,1.4564,1.4657,1.4564,1.4564,1.4564,0,0.0,0.3,0.1,Expanding,1.0,0.24,0,1,0.1
2024-01-25,2024-01-26,OV8.SI,Sheng Siong,1.4564,1.4472,1.4472,1.4657,1.4472,1.4564,1.4472,0,-0.006369,0.2,-0.1,Contracting,0.0,0.24,0,1,0.26
2024-02-01,2024-02-02,OV8.SI,Sheng Siong,1.4564,1.4379,1.4472,1.4564,1.4472,1.4564,1.4472,0,-0.006369,0.1,0.0,Flat,0.0,0.24,0,0,0.64
2024-02-09,2024-02-13,OV8.SI,Sheng Siong,1.4379,1.4286,1.4286,1.4472,1.4379,1.4379,1.4379,1,0.0,0.2,0.0,Flat,0.5,0.42,0,1,0.76
2024-02-22,2024-02-23,OV8.SI,Sheng Siong,1.4564,1.4472,1.4472,1.4564,1.4564,1.4564,1.4564,1,0.0,0.5,0.0,Flat,0.5,0.42,0,0,0.56
2024-03-05,2024-03-06,OV8.SI,Sheng Siong,1.4101,1.4101,1.4101,1.4193,1.4101,1.4101,1.4101,0,0.0,0.2,0.0,Flat,1.0,0.14,0,1,0.6
2024-03-08,2024-03-11,OV8.SI,Sheng Siong,1.4008,1.3915,1.3915,1.4101,1.4101,1.4008,1.4101,1,0.006623,0.1,-0.1,Contracting,0.0,0.14,0,1,0.4
2024-03-11,2024-03-12,OV8.SI,Sheng Siong,1.4101,1.4101,1.4101,1.4286,1.4008,1.4101,1.4008,0,-0.006579,0.2,0.1,Expanding,1.0,0.08,1,1,0.48
2024-03-13,2024-03-14,OV8.SI,Sheng Siong,1.4101,1.3915,1.4008,1.4101,1.4008,1.4101,1.4008,0,-0.006579,0.2,0.0,Flat,0.0,0.08,0,1,0.9
2024-03-21,2024-03-22,OV8.SI,Sheng Siong,1.4101,1.3915,1.4008,1.4101,1.4008,1.4101,1.4008,0,-0.006579,0.2,0.0,Flat,0.0,0.08,0,0,0.8
2024-03-25,2024-03-26,OV8.SI,Sheng Siong,1.4101,1.4008,1.4008,1.4193,1.4101,1.4101,1.4101,1,0.0,0.2,-0.1,Contracting,0.0,0.08,0,0,0.02
2024-03-26,2024-03-27,OV8.SI,Sheng Siong,1.4193,1.4101,1.4193,1.4379,1.4286,1.4193,1.4286,1,0.006536,0.3,0.1,Expanding,0.5,0.08,1,0,0.34
2024-04-08,2024-04-09,OV8.SI,Sheng Siong,1.4286,1.4193,1.4193,1.4379,1.4286,1.4286,1.4286,0,-0.0,0.4,-0.1,Contracting,0.0,0.08,0,0,0.22
2024-04-19,2024-04-22,OV8.SI,Sheng Siong,1.4101,1.3915,1.4008,1.4193,1.4193,1.4101,1.4193,1,0.006579,0.1,0.0,Flat,0.0,0.08,0,0,0.72
2024-04-22,2024-04-23,OV8.SI,Sheng Siong,1.4193,1.4193,1.4193,1.4286,1.4101,1.4193,1.4101,0,-0.006536,0.2,0.1,Expanding,1.0,0.08,1,0,0.72
2024-04-23,2024-04-24,OV8.SI,Sheng Siong,1.4286,1.4101,1.4193,1.4286,1.4193,1.4286,1.4193,0,-0.006493,0.2,0.0,Flat,0.3333,0.08,0,0,0.7
2024-04-24,2024-04-25,OV8.SI,Sheng Siong,1.4286,1.4193,1.4193,1.4379,1.4286,1.4286,1.4286,0,-0.0,0.2,0.0,Flat,0.5,0.08,1,0,0.32
2024-04-29,2024-04-30,OV8.SI,Sheng Siong,1.4379,1.4379,1.4379,1.4472,1.4379,1.4379,1.4379,0,0.0,0.4,0.1,Expanding,1.0,0.08,0,0,0.48
2024-05-07,2024-05-08,OV8.SI,Sheng Siong,1.4396,1.4301,1.4301,1.4396,1.4396,1.4396,1.4396,1,0.0,0.4,-0.1,Contracting,0.5,0.22,0,1,0.5
2024-05-23,2024-05-24,OV8.SI,Sheng Siong,1.4207,1.4112,1.4112,1.4301,1.4207,1.4207,1.4207,0,-0.0,0.1,-0.1,Contracting,0.0,0.58,0,1,0.16
2024-05-24,2024-05-27,OV8.SI,Sheng Siong,1.4301,1.4207,1.4301,1.4396,1.4396,1.4301,1.4396,1,0.006622,0.2,0.1,Expanding,0.5,0.58,0,1,0.42
2024-06-03,2024-06-04,OV8.SI,Sheng Siong,1.4301,1.4207,1.4207,1.4396,1.4301,1.4301,1.4301,0,-0.0,0.4,0.1,Expanding,0.5,0.04,0,0,0.24
2024-06-04,2024-06-05,OV8.SI,Sheng Siong,1.4396,1.4301,1.4301,1.4491,1.4491,1.4396,1.4491,1,0.006579,0.5,0.1,Expanding,0.5,0.04,1,0,0.8
2024-06-05,2024-06-06,OV8.SI,Sheng Siong,1.4491,1.4491,1.4396,1.4491,1.4396,1.4491,1.4396,0,-0.006536,0.6,0.1,Expanding,1.0,0.04,1,0,0.62
2024-06-20,2024-06-21,OV8.SI,Sheng Siong,1.4301,1.4207,1.4207,1.4301,1.4112,1.4301,1.4112,0,-0.013245,0.0,-0.1,Contracting,0.0,0.22,0,1,0.06
2024-06-25,2024-06-26,OV8.SI,Sheng Siong,1.4207,1.4207,1.4207,1.4301,1.4207,1.4207,1.4207,0,0.0,0.1,0.1,Expanding,1.0,0.22,0,0,0.12
2024-07-16,2024-07-17,OV8.SI,Sheng Siong,1.4207,1.4017,1.4017,1.4207,1.4112,1.4207,1.4112,0,-0.006667,0.2,0.0,Flat,0.0,0.06,0,0,0.44
2024-07-19,2024-07-22,OV8.SI,Sheng Siong,1.4112,1.3922,1.4017,1.4207,1.4112,1.4112,1.4112,1,0.0,0.2,-0.1,Contracting,0.0,0.06,0,0,0.76
2024-07-23,2024-07-24,OV8.SI,Sheng Siong,1.4112,1.4112,1.4112,1.4207,1.4207,1.4112,1.4207,1,0.006711,0.3,0.0,Flat,1.0,0.08,0,1,0.56
2024-07-25,2024-07-26,OV8.SI,Sheng Siong,1.4207,1.4207,1.4207,1.4301,1.4207,1.4207,1.4207,0,0.0,0.4,0.0,Flat,1.0,0.08,0,1,0.78
2024-08-07,2024-08-08,OV8.SI,Sheng Siong,1.4585,1.4491,1.4491,1.468,1.4585,1.4585,1.4585,1,0.0,0.2,-0.1,Contracting,0.5,0.68,0,1,0.78
2024-08-08,2024-08-12,OV8.SI,Sheng Siong,1.468,1.4585,1.4585,1.468,1.468,1.468,1.468,1,0.0,0.3,0.1,Expanding,0.5,0.68,1,1,0.68
2024-08-12,2024-08-13,OV8.SI,Sheng Siong,1.468,1.468,1.468,1.4775,1.468,1.468,1.468,0,0.0,0.4,0.1,Expanding,1.0,0.68,1,0,0.34
2024-08-19,2024-08-20,OV8.SI,Sheng Siong,1.4699,1.4699,1.4699,1.4796,1.4796,1.4699,1.4796,1,0.006579,0.4,0.0,Flat,1.0,0.68,0,0,0.26
2024-08-20,2024-08-21,OV8.SI,Sheng Siong,1.4796,1.4796,1.4699,1.4796,1.4699,1.4796,1.4699,0,-0.006536,0.5,0.1,Expanding,1.0,0.68,1,0,0.18
2024-08-22,2024-08-23,OV8.SI,Sheng Siong,1.4699,1.4699,1.4603,1.4699,1.4603,1.4699,1.4603,0,-0.006579,0.4,0.0,Flat,1.0,0.68,0,0,0.38
2024-08-28,2024-08-29,OV8.SI,Sheng Siong,1.4603,1.4506,1.4506,1.4603,1.4603,1.4603,1.4603,1,0.0,0.2,0.0,Flat,0.0,0.32,0,1,0.16
2024-08-30,2024-09-02,OV8.SI,Sheng Siong,1.4603,1.4603,1.4603,1.4699,1.4603,1.4603,1.4603,0,0.0,0.2,0.0,Flat,1.0,0.32,0,1,0.44
2024-09-05,2024-09-06,OV8.SI,Sheng Siong,1.4603,1.4409,1.4506,1.4603,1.4506,1.4603,1.4506,0,-0.006622,0.1,0.0,Flat,0.0,0.32,0,0,0.82
2024-09-13,2024-09-16,OV8.SI,Sheng Siong,1.4603,1.4506,1.4506,1.4603,1.4603,1.4603,1.4603,1,0.0,0.1,0.0,Flat,0.5,0.32,0,0,0.56
2024-09-19,2024-09-20,OV8.SI,Sheng Siong,1.4603,1.4506,1.4506,1.4603,1.4603,1.4603,1.4603,1,0.0,0.2,0.0,Flat,0.0,0.32,0,0,0.16
2024-09-25,2024-09-26,OV8.SI,Sheng Siong,1.4603,1.4506,1.4506,1.4699,1.4603,1.4603,1.4603,1,0.0,0.2,0.0,Flat,0.0,0.32,0,0,0.18
2024-09-27,2024-09-30,OV8.SI,Sheng Siong,1.4699,1.4506,1.4603,1.4893,1.4796,1.4699,1.4796,1,0.006579,0.3,0.0,Flat,0.0,0.32,0,0,0.88
2024-09-30,2024-10-01,OV8.SI,Sheng Siong,1.4893,1.4796,1.4796,1.499,1.4893,1.4893,1.4893,1,0.0,0.3,0.0,Flat,0.6667,0.1,1,1,0.98
2024-10-04,2024-10-07,OV8.SI,Sheng Siong,1.499,1.4893,1.499,1.5086,1.4893,1.499,1.4893,0,-0.006452,0.4,-0.1,Contracting,0.5,0.1,0,1,0.66
2024-10-09,2024-10-10,OV8.SI,Sheng Siong,1.5086,1.499,1.499,1.5086,1.5086,1.5086,1.5086,1,0.0,0.5,0.0,Flat,0.5,0.24,0,1,0.88
2024-10-10,2024-10-11,OV8.SI,Sheng Siong,1.5086,1.5086,1.5086,1.528,1.528,1.5086,1.528,1,0.012821,0.5,0.0,Flat,1.0,0.24,1,1,0.74
2024-10-15,2024-10-16,OV8.SI,Sheng Siong,1.5376,1.528,1.528,1.5376,1.5376,1.5376,1.5376,1,0.0,0.5,-0.1,Contracting,0.0,0.24,0,0,0.28
2024-10-16,2024-10-17,OV8.SI,Sheng Siong,1.5376,1.5376,1.5376,1.5473,1.5376,1.5376,1.5376,0,0.0,0.5,0.0,Flat,1.0,0.24,0,0,0.58
2024-10-23,2024-10-24,OV8.SI,Sheng Siong,1.528,1.5183,1.5183,1.5376,1.5183,1.528,1.5183,0,-0.006329,0.4,0.0,Flat,0.5,0.24,0,0,0.82
2024-10-25,2024-10-28,OV8.SI,Sheng Siong,1.5376,1.528,1.528,1.5376,1.5183,1.5376,1.5183,0,-0.012578,0.3,0.0,Flat,0.5,0.24,0,0,0.44
2024-10-30,2024-11-01,OV8.SI,Sheng Siong,1.5473,1.5376,1.528,1.5473,1.5473,1.5473,1.5473,1,0.0,0.3,0.0,Flat,0.5,0.46,1,1,0.52
2024-11-01,2024-11-04,OV8.SI,Sheng Siong,1.5473,1.5473,1.5473,1.557,1.557,1.5473,1.557,1,0.00625,0.4,0.1,Expanding,1.0,0.46,1,1,0.64
2024-11-05,2024-11-06,OV8.SI,Sheng Siong,1.5763,1.5763,1.5763,1.586,1.5763,1.5763,1.5763,0,0.0,0.6,0.1,Expanding,1.0,0.06,1,1,0.9
2024-11-06,2024-11-07,OV8.SI,Sheng Siong,1.586,1.5763,1.5763,1.5957,1.586,1.586,1.586,0,-0.0,0.6,0.0,Flat,0.5,0.06,1,1,0.9
2024-11-07,2024-11-08,OV8.SI,Sheng Siong,1.5957,1.586,1.586,1.5957,1.5957,1.5957,1.5957,1,0.0,0.7,0.1,Expanding,0.6667,0.06,0,1,0.96
2024-11-18,2024-11-19,OV8.SI,Sheng Siong,1.586,1.586,1.586,1.5957,1.586,1.586,1.586,0,0.0,0.5,0.0,Flat,1.0,0.06,0,0,0.18
2024-11-22,2024-11-25,OV8.SI,Sheng Siong,1.5957,1.5957,1.5957,1.6053,1.5957,1.5957,1.5957,0,0.0,0.3,-0.1,Contracting,1.0,0.06,0,0,0.02
2024-11-28,2024-11-29,OV8.SI,Sheng Siong,1.586,1.5667,1.5666,1.6053,1.5957,1.586,1.5957,1,0.006098,0.2,0.0,Flat,0.0,0.52,0,1,0.24
2024-12-02,2024-12-03,OV8.SI,Sheng Siong,1.6053,1.5957,1.5957,1.6247,1.615,1.6053,1.615,1,0.006024,0.2,-0.1,Contracting,0.5,0.52,0,0,0.38
2024-12-03,2024-12-04,OV8.SI,Sheng Siong,1.6247,1.615,1.615,1.6247,1.6053,1.6247,1.6053,0,-0.011905,0.3,0.1,Expanding,0.6667,0.52,1,0,0.96
2024-12-11,2024-12-12,OV8.SI,Sheng Siong,1.586,1.5763,1.586,1.6053,1.5763,1.586,1.5763,0,-0.006098,0.3,0.0,Flat,0.0,0.52,0,0,0.02
2024-12-16,2024-12-17,OV8.SI,Sheng Siong,1.586,1.5763,1.5763,1.586,1.5667,1.586,1.5667,0,-0.012195,0.3,0.0,Flat,0.5,0.38,1,1,0.58
2024-12-24,2024-12-26,OV8.SI,Sheng Siong,1.5763,1.5763,1.5763,1.586,1.586,1.5763,1.586,1,0.006135,0.2,0.0,Flat,1.0,0.38,0,0,0.02
2025-01-02,2025-01-03,OV8.SI,Sheng Siong,1.5957,1.5763,1.5763,1.6053,1.5957,1.5957,1.5957,1,0.0,0.3,0.0,Flat,0.3333,0.22,0,1,0.72
2025-01-06,2025-01-07,OV8.SI,Sheng Siong,1.6053,1.5957,1.5957,1.6053,1.6053,1.6053,1.6053,1,0.0,0.3,0.0,Flat,0.0,0.22,0,0,0.22
2025-01-10,2025-01-13,OV8.SI,Sheng Siong,1.586,1.586,1.5763,1.586,1.5667,1.586,1.5667,0,-0.012195,0.3,-0.1,Contracting,1.0,0.22,0,0,0.66
